Time (h)	Location	Phase	Phase instance	Moles (mol/m3)	Form units (mol/m3)	Sublattice	Sites	Constituent	Site fraction
0.504504	at grain boundary	HALITE	HALITE#2	0.02060157831	0.01030078915	1	1	BA+2	1
0.504504	at grain boundary	HALITE	HALITE#2	0.02060157831	0.01030078915	1	1	VA	1.1e-12
0.504504	at grain boundary	HALITE	HALITE#2	0.02060157831	0.01030078915	2	1	O-2	1
0.504504	at grain boundary	HALITE	HALITE#2	0.02060157831	0.01030078915	2	1	VA	1.1e-12
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07634663064	0.07634663064	1	1	BA	6.065579987e-10
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07634663064	0.07634663064	1	1	CS	0.02147962272
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07634663064	0.07634663064	1	1	MO	0.2984623507
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07634663064	0.07634663064	1	1	PD	0.2575770855
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07634663064	0.07634663064	1	1	RH	0.08040766426
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07634663064	0.07634663064	1	1	RU	0.2698426634
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07634663064	0.07634663064	1	1	TC	0.07223061289
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07634663064	0.07634663064	2	0.5	O	1.100880705e-12
0.504504	at grain boundary	HCP_A3	HCP_A3	0.07634663064	0.07634663064	2	0.5	VA	1
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	BA	5.536404429e-11
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	BA2	1.518161743e-23
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	BA2O	1.61580382e-14
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	BA2O2	1.400243827e-17
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	BAMOO4	1.073072155e-24
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	BAO	1.766122385e-12
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	CS	0.973228496
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	CS2	0.02677127948
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	CS2MOO4	5.841219941e-11
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	CS2O	2.244028902e-07
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	CS2O2	2.198324276e-20
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	CSO	8.048101971e-14
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	MO	4.616033325e-24
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	MO2	1e-30
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	MO2O6	1e-30
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	MO3O9	1e-30
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	MO4O12	1e-30
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	MO5O15	1e-30
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	MOO	9.130822982e-26
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	MOO2	5.681930195e-26
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	MOO3	2.107620565e-28
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	O	1.453806094e-22
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	O2	8.601077943e-28
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	O3	1e-30
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	PD	1.031315889e-11
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	RH	1.162830104e-21
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	RU	2.568246967e-23
0.504504	at grain boundary	gas	GAS	0.04011251457	0.04011251457	1	1	TC	2.932478691e-23
0.756756	at grain boundary	HALITE	HALITE#2	0.03090236766	0.01545118383	1	1	BA+2	1
0.756756	at grain boundary	HALITE	HALITE#2	0.03090236766	0.01545118383	1	1	VA	1.1e-12
0.756756	at grain boundary	HALITE	HALITE#2	0.03090236766	0.01545118383	2	1	O-2	1
0.756756	at grain boundary	HALITE	HALITE#2	0.03090236766	0.01545118383	2	1	VA	1.1e-12
0.756756	at grain boundary	HCP_A3	HCP_A3	0.1145218419	0.1145218419	1	1	BA	5.941145437e-10
0.756756	at grain boundary	HCP_A3	HCP_A3	0.1145218419	0.1145218419	1	1	CS	0.02149582609
0.756756	at grain boundary	HCP_A3	HCP_A3	0.1145218419	0.1145218419	1	1	MO	0.2984574055
0.756756	at grain boundary	HCP_A3	HCP_A3	0.1145218419	0.1145218419	1	1	PD	0.2575728201
0.756756	at grain boundary	HCP_A3	HCP_A3	0.1145218419	0.1145218419	1	1	RH	0.08040633273
0.756756	at grain boundary	HCP_A3	HCP_A3	0.1145218419	0.1145218419	1	1	RU	0.2698381975
0.756756	at grain boundary	HCP_A3	HCP_A3	0.1145218419	0.1145218419	1	1	TC	0.07222941739
0.756756	at grain boundary	HCP_A3	HCP_A3	0.1145218419	0.1145218419	2	0.5	O	1.100880705e-12
0.756756	at grain boundary	HCP_A3	HCP_A3	0.1145218419	0.1145218419	2	0.5	VA	1
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	BA	5.418268415e-11
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	BA2	1.455080212e-23
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	BA2O	1.581528095e-14
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	BA2O2	1.39926571e-17
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	BAMOO4	1.1415863e-24
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	BAO	1.764888691e-12
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	CS	0.9732107542
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	CS2	0.02678901643
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	CS2MOO4	6.353869844e-11
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	CS2O	2.292872489e-07
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	CS2O2	2.293543755e-20
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	CSO	8.217682727e-14
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	MO	4.612722288e-24
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	MO2	1e-30
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	MO2O6	1e-30
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	MO3O9	1e-30
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	MO4O12	1e-30
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	MO5O15	1e-30
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	MOO	9.31670003e-26
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	MOO2	5.919866323e-26
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	MOO3	2.242189169e-28
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	O	1.483429211e-22
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	O2	8.96142432e-28
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	O3	1e-30
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	PD	1.15565628e-11
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	RH	1.162114628e-21
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	RU	2.566388988e-23
0.756756	at grain boundary	gas	GAS	0.05986690695	0.05986690695	1	1	TC	2.930192337e-23
1.009008	at grain boundary	HALITE	HALITE#2	0.04120315674	0.02060157837	1	1	BA+2	1
1.009008	at grain boundary	HALITE	HALITE#2	0.04120315674	0.02060157837	1	1	VA	1.1e-12
1.009008	at grain boundary	HALITE	HALITE#2	0.04120315674	0.02060157837	2	1	O-2	1
1.009008	at grain boundary	HALITE	HALITE#2	0.04120315674	0.02060157837	2	1	VA	1.1e-12
1.009008	at grain boundary	HCP_A3	HCP_A3	0.1526983213	0.1526983213	1	1	BA	5.81802432e-10
1.009008	at grain boundary	HCP_A3	HCP_A3	0.1526983213	0.1526983213	1	1	CS	0.02151203134
1.009008	at grain boundary	HCP_A3	HCP_A3	0.1526983213	0.1526983213	1	1	MO	0.29845246
1.009008	at grain boundary	HCP_A3	HCP_A3	0.1526983213	0.1526983213	1	1	PD	0.2575685612
1.009008	at grain boundary	HCP_A3	HCP_A3	0.1526983213	0.1526983213	1	1	RH	0.08040499879
1.009008	at grain boundary	HCP_A3	HCP_A3	0.1526983213	0.1526983213	1	1	RU	0.2698337291
1.009008	at grain boundary	HCP_A3	HCP_A3	0.1526983213	0.1526983213	1	1	TC	0.07222821901
1.009008	at grain boundary	HCP_A3	HCP_A3	0.1526983213	0.1526983213	2	0.5	O	1.100880705e-12
1.009008	at grain boundary	HCP_A3	HCP_A3	0.1526983213	0.1526983213	2	0.5	VA	1
1.009008	at grain boundary	gas	GAS	0.07959270715	0.07959270715	1	1	BA	5.301526414e-11
1.009008	at grain boundary	gas	GAS	0.07959270715	0.07959270715	1	1	BA2	1.394026487e-23
1.009008	at grain boundary	gas	GAS	0.07959270715	0.07959270715	1	1	BA2O	1.547452494e-14
